from,to,relationship_type
evt_WFF_SustSeafood,evt_WattonFF_GoCWork,connected_to
evt_WFF_SustSeafood,evt_WFF_Smartfish_Model,connected_to
evt_WFF_SustSeafood,evt_WFF_FishCommCapBuild,connected_to
evt_WFF_SustSeafood,evt_WWF_FCS_Pronatura_Vaquita,connected_to
evt_WFF_SustSeafood,evt_EDF_ShrimpExit,connected_to
evt_WFF_SustSeafood,evt_EGoC_MaxSardineCatch,connected_to
evt_WFF_Smartfish_Model,evt_WFF_InitialGrants,connected_to
evt_WFF_Smartfish_Model,evt_WattonFF_GoCWork,connected_to
evt_WFF_Smartfish_Model,evt_WFF_SustSeafood,connected_to
evt_WFF_Smartfish_Model,evt_WFF_FishCommCapBuild,connected_to
evt_WFF_Smartfish_Model,evt_EDF_ShrimpExit,connected_to
evt_WFF_Smartfish_Model,evt_EGoC_MaxSardineCatch,connected_to
evt_WFF_FishCommCapBuild,evt_WFF_InitialGrants,connected_to
evt_WFF_FishCommCapBuild,evt_WattonFF_GoCWork,connected_to
evt_WFF_FishCommCapBuild,evt_WFF_SustSeafood,connected_to
evt_WFF_FishCommCapBuild,evt_WFF_Smartfish_Model,connected_to
evt_WFF_FishCommCapBuild,evt_EDF_ShrimpExit,connected_to
evt_WFF_FishCommCapBuild,evt_EGoC_MaxSardineCatch,connected_to
evt_TFE,evt_WWF_FCS_Pronatura_Vaquita,connected_to
evt_TFE,evt_GTS,connected_to
evt_TFE,evt_TTNS,connected_to
evt_TFE,evt_UMVC,connected_to
evt_TFE,evt_VMS_IndustrialFish,connected_to
evt_TFE,evt_EGoC_MaxSardineCatch,connected_to
evt_GTS,evt_TFE,connected_to
evt_GTS,evt_TTNS,connected_to
evt_GTS,evt_WWF_FCS_Pronatura_Vaquita,connected_to
evt_GTS,evt_UMVC,connected_to
evt_GTS,evt_MexConst_SNIEG,connected_to
evt_GTS,evt_VMS_IndustrialFish,connected_to
evt_GTS,evt_EGoC_MaxSardineCatch,connected_to
evt_TTNS,evt_TFE,connected_to
evt_TTNS,evt_GTS,connected_to
evt_TTNS,evt_WWF_FCS_Pronatura_Vaquita,connected_to
evt_TTNS,evt_UMVC,connected_to
evt_TTNS,evt_VMS_IndustrialFish,connected_to
evt_TTNS,evt_EGoC_MaxSardineCatch,connected_to
evt_UMVC,evt_WWF_FCS_Pronatura_Vaquita,connected_to
evt_UMVC,evt_TFE,connected_to
evt_UMVC,evt_GTS,connected_to
evt_UMVC,evt_TTNS,connected_to
evt_AAO,evt_ASABCD,connected_to
evt_AAO,evt_EDFBIFD,connected_to
evt_AAO,evt_ICPC,connected_to
evt_ASABCD,evt_CNMANPE,connected_to
evt_ASABCD,evt_HOBCS,connected_to
evt_C19MSF,evt_CMWBC,connected_to
evt_C19MSF,evt_EGCFS,connected_to
evt_C19MSF,evt_HLPOE,connected_to
evt_C19MSF,evt_MGDCS,connected_to
evt_CMWBC,evt_HOBCS,connected_to
evt_CMWBC,evt_MRSFC,connected_to
evt_CMWBC,evt_WACBC,connected_to
evt_CNMANPE,evt_GCBAP,connected_to
evt_CNMANPE,evt_PPNGOC,connected_to
evt_COIL,evt_GNRP,connected_to
evt_COIL,evt_PPL,connected_to
evt_COIL,evt_UNOSDP,connected_to
evt_CSS,evt_GCBAP,connected_to
evt_CSS,evt_ICPC,connected_to
evt_EDFBIFD,evt_EGCFS,connected_to
evt_EDFBIFD,evt_ICPC,connected_to
evt_EDFBIFD,evt_IFCNT,connected_to
evt_EDFBIFD,evt_MGDCS,connected_to
evt_EDFBIFD,evt_PLMSC,connected_to
evt_EDFBIFD,evt_SGCF,connected_to
evt_EDFBIFD,evt_SICLL,connected_to
evt_EGCFS,evt_GCAUDL,connected_to
evt_EGCFS,evt_SICLL,connected_to
evt_EGCFS,evt_SGCF,connected_to
evt_EGCFS,evt_STIBMA,connected_to
evt_EGCFS,evt_YTLD,connected_to
evt_GCBAP,evt_GCAUDL,connected_to
evt_GCBAP,evt_GNRP,connected_to
evt_GCBAP,evt_PPNGOC,connected_to
evt_GCBAP,evt_STIBMA,connected_to
evt_GCBAP,evt_YTLD,connected_to
evt_GCAUDL,evt_OCTFP,connected_to
evt_GCAUDL,evt_PPNGOC,connected_to
evt_GCAUDL,evt_STIBMA,connected_to
evt_GCAUDL,evt_TTM,connected_to
evt_GNRP,evt_IFCNT,connected_to
evt_GNRP,evt_PPL,connected_to
evt_GNRP,evt_STIBMA,connected_to
evt_HLPOE,evt_MGDCS,connected_to
evt_HLPOE,evt_PPL,connected_to
evt_HLPOE,evt_UNOSDP,connected_to
evt_HOBCS,evt_PAMC,connected_to
evt_HOBCS,evt_WACBC,connected_to
evt_ICPC,evt_UNOSDP,connected_to
evt_IFCNT,evt_MRSFC,connected_to
evt_IFCNT,evt_OCTFP,connected_to
evt_IFCNT,evt_SICLL,connected_to
evt_MRSFC,evt_OCTFP,connected_to
evt_OCTFP,evt_TTM,connected_to
evt_PAMC,evt_WACBC,connected_to
evt_PLMSC,evt_SICLL,connected_to
evt_PPL,evt_STIBMA,connected_to
evt_PPL,evt_UNOSDP,connected_to
evt_SGCF,evt_SICLL,connected_to
evt_STIBMA,evt_UNOSDP,connected_to
evt_BPO,evt_PPO,connected_to
evt_BPO,evt_GTCBSC,connected_to
evt_PPO,evt_GTCBSC,connected_to
evt_TSRSC,evt_TSPLED,connected_to
niche_ATBF,niche_BUFS,similar_to
niche_ATBF,niche_EBFMA,similar_to
niche_ATBF,niche_FPIIK,similar_to
niche_ATBF,niche_SLITT,similar_to
niche_ATBF,niche_SPA,similar_to
niche_BCGA,niche_COMEMGC,similar_to
niche_BCGA,niche_EINGO,similar_to
niche_BCGA,niche_FSA,similar_to
niche_BCGA,niche_IIFBEBH,similar_to
niche_BCGA,niche_PEFRA,similar_to
niche_BCGA,niche_RITA,similar_to
niche_BCGA,niche_SOE,similar_to
niche_BCGA,niche_UGAs,similar_to
niche_BCSCA,niche_BUFS,similar_to
niche_BCSCA,niche_CBFM_NFZ,similar_to
niche_BCSCA,niche_CC_OS,similar_to
niche_BCSCA,niche_EL,similar_to
niche_BCSCA,niche_FB,similar_to
niche_BCSCA,niche_FSA,similar_to
niche_BCSCA,niche_PFP,similar_to
niche_BCSCA,niche_RITA,similar_to
niche_BCSCA,niche_RWE,similar_to
niche_BF,niche_COMEMGC,similar_to
niche_BF,niche_IIFBEBH,similar_to
niche_BF,niche_MESPGOC,similar_to
niche_BF,niche_PF,similar_to
niche_BF,niche_RAAP,similar_to
niche_BF,niche_RITA,similar_to
niche_BF,niche_RWE,similar_to
niche_BF,niche_SCoF,similar_to
niche_BF,niche_SOE,similar_to
niche_BUFS,niche_CBFM_NFZ,similar_to
niche_BUFS,niche_CC_OS,similar_to
niche_BUFS,niche_EBFMA,similar_to
niche_BUFS,niche_FB,similar_to
niche_BUFS,niche_FSA,similar_to
niche_BUFS,niche_RITA,similar_to
niche_BUFS,niche_SBSFMRA,similar_to
niche_BUFS,niche_SPA,similar_to
niche_CBFM_NFZ,niche_CC_OS,similar_to
niche_CBFM_NFZ,niche_EBFMA,similar_to
niche_CBFM_NFZ,niche_EL,similar_to
niche_CBFM_NFZ,niche_FPIIK,similar_to
niche_CBFM_NFZ,niche_FSA,similar_to
niche_CBFM_NFZ,niche_PFP,similar_to
niche_CBFM_NFZ,niche_SBSFMRA,similar_to
niche_CBFM_NFZ,niche_SPA,similar_to
niche_CC_OS,niche_FB,similar_to
niche_CC_OS,niche_FSA,similar_to
niche_CC_OS,niche_PFP,similar_to
niche_CC_OS,niche_RITA,similar_to
niche_CC_OS,niche_RWE,similar_to
niche_COMEMGC,niche_EL,similar_to
niche_COMEMGC,niche_EINGO,similar_to
niche_COMEMGC,niche_IIFBEBH,similar_to
niche_COMEMGC,niche_MESPGOC,similar_to
niche_COMEMGC,niche_SBSFMRA,similar_to
niche_COMEMGC,niche_SOE,similar_to
niche_COMEMGC,niche_STS,similar_to
niche_EBFMA,niche_FPIIK,similar_to
niche_EBFMA,niche_SBSFMRA,similar_to
niche_EBFMA,niche_SPA,similar_to
niche_EINGO,niche_IIFBEBH,similar_to
niche_EINGO,niche_PEFRA,similar_to
niche_EINGO,niche_SOE,similar_to
niche_EINGO,niche_UGAs,similar_to
niche_EL,niche_STS,similar_to
niche_FB,niche_FSA,similar_to
niche_FPIIK,niche_SBSFMRA,similar_to
niche_FPIIK,niche_SLITT,similar_to
niche_FPIIK,niche_SPA,similar_to
niche_FSA,niche_GMPTF,similar_to
niche_FSA,niche_RAAP,similar_to
niche_FSA,niche_RWE,similar_to
niche_GMPTF,niche_IIFBEBH,similar_to
niche_GMPTF,niche_RAAP,similar_to
niche_GMPTF,niche_RWE,similar_to
niche_IIFBEBH,niche_MESPGOC,similar_to
niche_IIFBEBH,niche_PEFRA,similar_to
niche_IIFBEBH,niche_PF,similar_to
niche_IIFBEBH,niche_RAAP,similar_to
niche_IIFBEBH,niche_RITA,similar_to
niche_IIFBEBH,niche_SCoF,similar_to
niche_IIFBEBH,niche_SOE,similar_to
niche_IIFBEBH,niche_UGAs,similar_to
niche_MESPGOC,niche_SOE,similar_to
niche_MESPGOC,niche_STS,similar_to
niche_PF,niche_PFP,similar_to
niche_PFP,niche_UGAs,similar_to
niche_RAAP,niche_RWE,similar_to
niche_RITA,niche_SCoF,similar_to
niche_RITA,niche_STS,similar_to
niche_SBSFMRA,niche_SCoF,similar_to
niche_SBSFMRA,niche_SPA,similar_to
niche_SLITT,niche_SPA,similar_to
niche_SOE,niche_STS,similar_to
niche_RLNGO,niche_AA,similar_to
niche_AA,niche_RLNGO,similar_to
niche_EDFAF,niche_NSSFI,similar_to
niche_NSSFI,niche_EDFAF,similar_to
niche_EDFAF,niche_SFC,similar_to
niche_SFC,niche_EDFAF,similar_to
niche_CII_CP_GoC,niche_GCP,similar_to
niche_GCP,niche_CII_CP_GoC,similar_to
niche_CII_CP_GoC,niche_NFC_CSO,similar_to
niche_NFC_CSO,niche_CII_CP_GoC,similar_to
niche_ACLFC,niche_NSSFI,similar_to
niche_NSSFI,niche_ACLFC,similar_to
niche_ACLFC,niche_CBTS_SSF,similar_to
niche_CBTS_SSF,niche_ACLFC,similar_to
niche_SFVRM,niche_FTPSF,similar_to
niche_FTPSF,niche_SFVRM,similar_to
niche_SFVRM,niche_BQIF,similar_to
niche_BQIF,niche_SFVRM,similar_to
niche_FTPSF,niche_BQIF,similar_to
niche_BQIF,niche_FTPSF,similar_to
niche_NSSFI,niche_SFC,similar_to
niche_SFC,niche_NSSFI,similar_to
niche_NSSFI,niche_CBTS_SSF,similar_to
niche_CBTS_SSF,niche_NSSFI,similar_to
niche_PaPP,niche_CBTS_SSF,similar_to
niche_CBTS_SSF,niche_PaPP,similar_to
niche_MPAFCI,niche_NSSFI,similar_to
niche_NSSFI,niche_MPAFCI,similar_to
niche_MPAFCI,niche_SFC,similar_to
niche_SFC,niche_MPAFCI,similar_to
niche_MPAFCI,niche_EDFAF,similar_to
niche_EDFAF,niche_MPAFCI,similar_to
niche_MPAFCI,niche_CBTS_SSF,similar_to
niche_CBTS_SSF,niche_MPAFCI,similar_to
niche_CACFP,niche_CBTS_SSF,similar_to
niche_CBTS_SSF,niche_CACFP,similar_to
niche_CACFP,niche_MPAFCI,similar_to
niche_MPAFCI,niche_CACFP,similar_to
niche_CACFP,niche_NSSFI,similar_to
niche_NSSFI,niche_CACFP,similar_to
niche_CDWBCS,niche_DDJFJI,similar_to
niche_DDJFJI,niche_CDWBCS,similar_to
niche_CDWBCS,niche_REA,similar_to
niche_REA,niche_CDWBCS,similar_to
niche_CDWBCS,niche_LCdE_TP,similar_to
niche_LCdE_TP,niche_CDWBCS,similar_to
niche_REA,niche_LCdE_TP,similar_to
niche_LCdE_TP,niche_REA,similar_to
niche_AASA,niche_AFBP,similar_to
niche_AFBP,niche_AASA,similar_to
niche_AASA,niche_ACFRP,similar_to
niche_ACFRP,niche_AASA,similar_to
niche_AASA,niche_AFLWP,similar_to
niche_AFLWP,niche_AASA,similar_to
niche_AASA,niche_AATP,similar_to
niche_AATP,niche_AASA,similar_to
niche_AFBP,niche_ACFRP,similar_to
niche_ACFRP,niche_AFBP,similar_to
niche_AFBP,niche_AFLWP,similar_to
niche_AFLWP,niche_AFBP,similar_to
niche_ACFRP,niche_AATP,similar_to
niche_AATP,niche_ACFRP,similar_to
niche_CSM,niche_ERC,similar_to
niche_ERC,niche_CSM,similar_to
niche_IdTA,niche_CNGOMRDD,similar_to
niche_CNGOMRDD,niche_IdTA,similar_to
niche_IdTA,niche_CLEMW_S,similar_to
niche_CLEMW_S,niche_IdTA,similar_to
niche_IdTA,niche_PMIMP,similar_to
niche_PMIMP,niche_IdTA,similar_to
niche_IdTA,niche_HWNCF,similar_to
niche_HWNCF,niche_IdTA,similar_to
niche_IdTA,niche_TEKCCI,similar_to
niche_TEKCCI,niche_IdTA,similar_to
niche_IdTA,niche_GEAM,similar_to
niche_GEAM,niche_IdTA,similar_to
niche_CNGOMRDD,niche_CLEMW_S,similar_to
niche_CLEMW_S,niche_CNGOMRDD,similar_to
niche_CNGOMRDD,niche_PMIMP,similar_to
niche_PMIMP,niche_CNGOMRDD,similar_to
niche_CNGOMRDD,niche_HWNCF,similar_to
niche_HWNCF,niche_CNGOMRDD,similar_to
niche_CNGOMRDD,niche_CBSOG_SR,similar_to
niche_CBSOG_SR,niche_CNGOMRDD,similar_to
niche_CNGOMRDD,niche_TEKCCI,similar_to
niche_TEKCCI,niche_CNGOMRDD,similar_to
niche_CNGOMRDD,niche_GEAM,similar_to
niche_GEAM,niche_CNGOMRDD,similar_to
niche_CNGOMRDD,niche_TF_P,similar_to
niche_TF_P,niche_CNGOMRDD,similar_to
niche_RMHS,niche_TSMHP,similar_to
niche_TSMHP,niche_RMHS,similar_to
niche_CLEMW_S,niche_PMIMP,similar_to
niche_PMIMP,niche_CLEMW_S,similar_to
niche_CLEMW_S,niche_HWNCF,similar_to
niche_HWNCF,niche_CLEMW_S,similar_to
niche_CLEMW_S,niche_CBSOG_SR,similar_to
niche_CBSOG_SR,niche_CLEMW_S,similar_to
niche_CLEMW_S,niche_TEKCCI,similar_to
niche_TEKCCI,niche_CLEMW_S,similar_to
niche_CLEMW_S,niche_GEAM,similar_to
niche_GEAM,niche_CLEMW_S,similar_to
niche_DLTSHP,niche_CLTAH,similar_to
niche_CLTAH,niche_DLTSHP,similar_to
niche_DLTSHP,niche_YCBDLP,similar_to
niche_YCBDLP,niche_DLTSHP,similar_to
niche_DLTSHP,niche_CBELLI,similar_to
niche_CBELLI,niche_DLTSHP,similar_to
niche_YCBDLP,niche_CBELLI,similar_to
niche_CBELLI,niche_YCBDLP,similar_to
niche_YCBDLP,niche_CSCSCP,similar_to
niche_CSCSCP,niche_YCBDLP,similar_to
niche_AEVTOS,niche_IMELS,similar_to
niche_IMELS,niche_AEVTOS,similar_to
niche_AEVTOS,niche_GEAM,similar_to
niche_GEAM,niche_AEVTOS,similar_to
niche_PMIMP,niche_HWNCF,similar_to
niche_HWNCF,niche_PMIMP,similar_to
niche_PMIMP,niche_CBSOG_SR,similar_to
niche_CBSOG_SR,niche_PMIMP,similar_to
niche_PMIMP,niche_TEKCCI,similar_to
niche_TEKCCI,niche_PMIMP,similar_to
niche_PMIMP,niche_TF_P,similar_to
niche_TF_P,niche_PMIMP,similar_to
niche_HWNCF,niche_CBSOG_SR,similar_to
niche_CBSOG_SR,niche_HWNCF,similar_to
niche_HWNCF,niche_TEKCCI,similar_to
niche_TEKCCI,niche_HWNCF,similar_to
niche_HWNCF,niche_CSCSCP,similar_to
niche_CSCSCP,niche_HWNCF,similar_to
niche_HWNCF,niche_GEAM,similar_to
niche_GEAM,niche_HWNCF,similar_to
niche_HWNCF,niche_TF_P,similar_to
niche_TF_P,niche_HWNCF,similar_to
niche_CBSOG_SR,niche_TEKCCI,similar_to
niche_TEKCCI,niche_CBSOG_SR,similar_to
niche_CBSOG_SR,niche_TF_P,similar_to
niche_TF_P,niche_CBSOG_SR,similar_to
niche_TEKCCI,niche_CSCSCP,similar_to
niche_CSCSCP,niche_TEKCCI,similar_to
niche_TEKCCI,niche_GEAM,similar_to
niche_GEAM,niche_TEKCCI,similar_to
niche_CSCSCP,niche_CBELLI,similar_to
niche_CBELLI,niche_CSCSCP,similar_to
